Sample,Time(S),CH1(V),CH2(V)
672,-0.000928,-0.0798874,-4.23403
673,-0.000927,-0.0798874,-4.21805
674,-0.000926,-0.0798874,-4.1861
675,-0.000925,-0.0798874,-4.1861
676,-0.000924,-0.0798874,-4.15414
677,-0.000923,-0.0798874,-4.12219
678,-0.000922,-0.0798874,-4.12219
679,-0.000921,-0.0798874,-4.09023
680,-0.00092,-0.0798874,-4.05828
681,-0.000919,-0.0798874,-4.0423
682,-0.000918,-0.0798874,-4.02632
683,-0.000917,-0.0798874,-3.97839
684,-0.000916,-0.0798874,-3.96241
685,-0.000915,-0.0798874,-3.93046
686,-0.000914,-0.0798874,-3.8985
687,-0.000913,-0.0798874,-3.88253
688,-0.000912,-0.0798874,-3.85057
689,-0.000911,-0.0798874,-3.81862
690,-0.00091,-0.0798874,-3.80264
691,-0.000909,-0.0798874,-3.75471
692,-0.000908,-0.0798874,-3.72275
693,-0.000907,-0.0798874,-3.70677
694,-0.000906,-0.0798874,-3.64286
695,-0.000905,-0.0798874,-3.62689
696,-0.000904,-0.0798874,-3.59493
697,-0.000903,-0.0798874,-3.56298
698,-0.000902,-0.0798874,-3.51504
699,-0.000901,-0.0798874,-3.48309
700,-0.0009,-0.0798874,-3.45113
701,-0.000899,-0.0798874,-3.4032
702,-0.000898,-0.0798874,-3.37125
703,-0.000897,-0.0798874,-3.33929
704,-0.000896,-0.0798874,-3.29136
705,-0.000895,-0.0798874,-3.2594
706,-0.000894,-0.0798874,-3.22745
707,-0.000893,-0.0798874,-3.17952
708,-0.000892,-0.0639099,-3.14756
709,-0.000891,-0.0479324,-3.11561
710,-0.00089,-0.0798874,-3.0517
711,-0.000889,-0.0639099,-3.01974
712,-0.000888,-0.0639099,-2.98779
713,-0.000887,-0.0798874,-2.95583
714,-0.000886,-0.0798874,-2.92388
715,-0.000885,-0.0798874,-2.85997
716,-0.000884,-0.0798874,-2.81204
717,-0.000883,-0.0798874,-2.78008
718,-0.000882,-0.0798874,-2.73215
719,-0.000881,-0.0798874,-2.70019
720,-0.00088,-0.0798874,-2.65226
721,-0.000879,-0.0798874,-2.62031
722,-0.000878,-0.0798874,-2.54042
723,-0.000877,-0.0798874,-2.50846
724,-0.000876,-0.0798874,-2.47651
725,-0.000875,-0.0798874,-2.4126
726,-0.000874,-0.0798874,-2.38064
727,-0.000873,-0.0798874,-2.33271
728,-0.000872,-0.0798874,-2.2688
729,-0.000871,-0.0798874,-2.23685
730,-0.00087,-0.0798874,-2.20489
731,-0.000869,-0.0798874,-2.15696
732,-0.000868,-0.0639099,-2.07707
733,-0.000867,-0.0639099,-2.04512
734,-0.000866,-0.0798874,-2.01316
735,-0.000865,-0.0798874,-1.96523
736,-0.000864,-0.0798874,-1.9173
737,-0.000863,-0.0798874,-1.86936
738,-0.000862,-0.0798874,-1.82143
739,-0.000861,-0.0798874,-1.75752
740,-0.00086,-0.0798874,-1.72557
741,-0.000859,-0.0798874,-1.67763
742,-0.000858,-0.0798874,-1.61372
743,-0.000857,-0.0798874,-1.56579
744,-0.000856,-0.0798874,-1.51786
745,-0.000855,-0.0798874,-1.4859
746,-0.000854,-0.0798874,-1.40602
747,-0.000853,-0.0798874,-1.35809
748,-0.000852,-0.0798874,-1.31015
749,-0.000851,-0.0798874,-1.26222
750,-0.00085,-0.0798874,-1.23027
751,-0.000849,-0.0798874,-1.16636
752,-0.000848,-0.0798874,-1.11842
753,-0.000847,-0.0639099,-1.07049
754,-0.000846,-0.0639099,-1.03854
755,-0.000845,-0.0798874,-0.974626
756,-0.000844,-0.0798874,-0.910716
757,-0.000843,-0.0798874,-0.862784
758,-0.000842,-0.0798874,-0.814851
759,-0.000841,-0.0798874,-0.782896
760,-0.00084,-0.0798874,-0.734964
761,-0.000839,-0.0798874,-0.671054
762,-0.000838,-0.0798874,-0.623121
763,-0.000837,-0.0798874,-0.591166
764,-0.000836,-0.0798874,-0.511279
765,-0.000835,-0.0798874,-0.463347
766,-0.000834,-0.0798874,-0.415414
767,-0.000833,-0.0798874,-0.351504
768,-0.000832,-0.0798874,-0.319549
769,-0.000831,-0.0798874,-0.25564
770,-0.00083,-0.0798874,-0.223685
771,-0.000829,-0.0798874,-0.159775
772,-0.000828,-0.0798874,-0.111842
773,-0.000827,-0.0798874,-0.0639099
774,-0.000826,-0.0798874,-0.0319549
775,-0.000825,-0.0798874,0.0319549
776,-0.000824,-0.0639099,0.0798874
777,-0.000823,-0.0798874,0.12782
778,-0.000822,-0.0798874,0.175752
779,-0.000821,-0.0958648,0.207707
780,-0.00082,-0.0798874,0.271617
781,-0.000819,-0.0798874,0.319549
782,-0.000818,-0.0958648,0.351504
783,-0.000817,-0.0958648,0.415414
784,-0.000816,-0.0639099,0.479324
785,-0.000815,-0.0798874,0.527257
786,-0.000814,-0.0798874,0.575189
787,-0.000813,-0.0639099,0.607144
788,-0.000812,-0.0958648,0.655076
789,-0.000811,-0.0958648,0.718986
790,-0.00081,-0.0958648,0.782896
791,-0.000809,-0.0798874,0.814851
792,-0.000808,-0.0798874,0.862784
793,-0.000807,-0.0958648,0.894738
794,-0.000806,-0.0958648,0.958648
795,-0.000805,-0.0958648,1.00658
796,-0.000804,-0.0958648,1.07049
797,-0.000803,-0.0798874,1.10245
798,-0.000802,-0.0798874,1.1344
799,-0.000801,-0.0958648,1.19831
800,-0.0008,-0.0798874,1.26222
801,-0.000799,-0.0798874,1.2782
802,-0.000798,-0.0798874,1.32613
803,-0.000797,-0.0798874,1.37406
804,-0.000796,-0.0798874,1.45395
805,-0.000795,-0.0639099,1.4859
806,-0.000794,-0.0958648,1.53384
807,-0.000793,-0.0798874,1.56579
808,-0.000792,-0.0958648,1.6297
809,-0.000791,-0.0639099,1.67763
810,-0.00079,-0.0798874,1.70959
811,-0.000789,-0.0798874,1.7735
812,-0.000788,-0.0958648,1.78948
813,-0.000787,-0.0798874,1.85339
814,-0.000786,-0.0798874,1.9173
815,-0.000785,-0.0798874,1.94925
816,-0.000784,-0.0639099,1.98121
817,-0.000783,-0.0958648,2.01316
818,-0.000782,-0.0798874,2.07707
819,-0.000781,-0.0798874,2.125
820,-0.00078,-0.0798874,2.17294
821,-0.000779,-0.0798874,2.20489
822,-0.000778,-0.0798874,2.25282
823,-0.000777,-0.0798874,2.28478
824,-0.000776,-0.0958648,2.31673
825,-0.000775,-0.0639099,2.36467
826,-0.000774,-0.0798874,2.42858
827,-0.000773,-0.0798874,2.47651
828,-0.000772,-0.0798874,2.50846
829,-0.000771,-0.0798874,2.52444
830,-0.00077,-0.0958648,2.60433
831,-0.000769,-0.0958648,2.63628
832,-0.000768,-0.0639099,2.65226
833,-0.000767,-0.0798874,2.71617
834,-0.000766,-0.0798874,2.74813
835,-0.000765,-0.0798874,2.78008
836,-0.000764,-0.0798874,2.82801
837,-0.000763,-0.0798874,2.87595
838,-0.000762,-0.0798874,2.9079
839,-0.000761,-0.0798874,2.93986
840,-0.00076,-0.0639099,2.97181
841,-0.000759,-0.0958648,3.00376
842,-0.000758,-0.0798874,3.03572
843,-0.000757,-0.0958648,3.09963
844,-0.000756,-0.0639099,3.13158
845,-0.000755,-0.0798874,3.16354
846,-0.000754,-0.0798874,3.19549
847,-0.000753,-0.0798874,3.22745
848,-0.000752,-0.0798874,3.2594
849,-0.000751,-0.0798874,3.30734
850,-0.00075,-0.0798874,3.33929
851,-0.000749,-0.0798874,3.37125
852,-0.000748,-0.0798874,3.4032
853,-0.000747,-0.0798874,3.43516
854,-0.000746,-0.0798874,3.46711
855,-0.000745,-0.0798874,3.49907
856,-0.000744,-0.0798874,3.547
857,-0.000743,-0.0798874,3.57895
858,-0.000742,-0.0798874,3.61091
859,-0.000741,-0.0798874,3.64286
860,-0.00074,-0.0798874,3.65884
861,-0.000739,-0.0639099,3.6908
862,-0.000738,-0.0639099,3.72275
863,-0.000737,-0.0798874,3.73873
864,-0.000736,-0.0639099,3.78666
865,-0.000735,-0.0639099,3.81862
866,-0.000734,-0.0639099,3.85057
867,-0.000733,-0.0479324,3.88253
868,-0.000732,-0.0479324,3.8985
869,-0.000731,-0.0798874,3.93046
870,-0.00073,-0.0798874,3.94644
871,-0.000729,-0.0798874,3.97839
872,-0.000728,-0.0798874,4.01035
873,-0.000727,-0.0798874,4.0423
874,-0.000726,-0.0798874,4.05828
875,-0.000725,-0.0798874,4.09023
876,-0.000724,-0.0798874,4.12219
877,-0.000723,-0.0798874,4.10621
878,-0.000722,-0.0798874,4.15414
879,-0.000721,-0.0798874,4.15414
880,-0.00072,-0.0798874,4.17012
881,-0.000719,-0.0798874,4.20208
882,-0.000718,-0.0639099,4.20208
883,-0.000717,-0.0639099,4.1861
884,-0.000716,-0.0798874,4.21805
885,-0.000715,-0.0798874,4.21805
886,-0.000714,-0.0798874,4.21805
887,-0.000713,-0.0798874,4.21805
888,-0.000712,-0.0798874,4.21805
889,-0.000711,-0.0639099,4.21805
890,-0.00071,-0.0639099,4.21805
891,-0.000709,-0.0798874,4.21805
892,-0.000708,-0.0798874,4.21805
893,-0.000707,-0.0798874,4.21805
894,-0.000706,-0.0798874,4.21805
895,-0.000705,-0.0798874,4.21805
896,-0.000704,-0.0798874,4.21805
897,-0.000703,-0.0798874,4.21805
898,-0.000702,-0.0798874,4.20208
899,-0.000701,-0.0798874,4.25001
900,-0.0007,-0.0798874,4.20208
901,-0.000699,-0.0479324,4.21805
902,-0.000698,-0.0798874,4.21805
903,-0.000697,-0.0639099,4.21805
904,-0.000696,-0.0798874,4.21805
905,-0.000695,-0.0798874,4.21805
906,-0.000694,-0.0798874,4.21805
907,-0.000693,-0.0798874,4.21805
908,-0.000692,-0.0798874,4.21805
909,-0.000691,-0.0639099,4.21805
910,-0.00069,-0.0639099,4.21805
911,-0.000689,-0.0798874,4.21805
912,-0.000688,-0.0798874,4.21805
913,-0.000687,-0.0798874,4.21805
914,-0.000686,-0.0798874,4.21805
915,-0.000685,-0.0639099,4.21805
916,-0.000684,-0.0798874,4.21805
917,-0.000683,-0.0479324,4.21805
918,-0.000682,-0.0798874,4.21805
919,-0.000681,-0.0798874,4.21805
920,-0.00068,-0.0639099,4.21805
921,-0.000679,-0.0639099,4.1861
922,-0.000678,-0.0639099,4.21805
923,-0.000677,-0.0798874,4.21805
924,-0.000676,-0.0798874,4.21805
925,-0.000675,-0.0798874,4.21805
926,-0.000674,-0.0798874,4.21805
927,-0.000673,-0.0639099,4.20208
928,-0.000672,-0.0639099,4.21805
929,-0.000671,-0.0798874,4.21805
930,-0.00067,-0.0798874,4.21805
931,-0.000669,-0.0798874,4.21805
932,-0.000668,-0.0798874,4.21805
933,-0.000667,-0.0798874,4.21805
934,-0.000666,-0.0798874,4.21805
935,-0.000665,-0.0798874,4.20208
936,-0.000664,-0.0798874,4.20208
937,-0.000663,-0.0798874,4.20208
938,-0.000662,-0.0798874,4.20208
939,-0.000661,-0.0639099,4.20208
940,-0.00066,-0.0639099,4.1861
941,-0.000659,-0.0798874,4.21805
942,-0.000658,-0.0798874,4.20208
943,-0.000657,-0.0798874,4.20208
944,-0.000656,-0.0798874,4.20208
945,-0.000655,-0.0798874,4.20208
946,-0.000654,-0.0798874,4.20208
947,-0.000653,-0.0798874,4.20208
948,-0.000652,-0.0479324,4.21805
949,-0.000651,-0.0798874,4.1861
950,-0.00065,-0.0798874,4.21805
951,-0.000649,-0.0798874,4.20208
952,-0.000648,-0.0798874,4.20208
953,-0.000647,-0.0798874,4.1861
954,-0.000646,-0.0798874,4.1861
955,-0.000645,-0.0798874,4.15414
956,-0.000644,-0.0798874,4.12219
957,-0.000643,-0.0798874,4.09023
958,-0.000642,-0.0798874,4.07426
959,-0.000641,-0.0798874,4.0423
960,-0.00064,-0.0798874,4.02632
961,-0.000639,-0.0798874,4.01035
962,-0.000638,-0.0798874,3.97839
963,-0.000637,-0.0798874,3.96241
964,-0.000636,-0.0479324,3.93046
965,-0.000635,-0.0639099,3.93046
966,-0.000634,-0.0639099,3.8985
967,-0.000633,-0.0639099,3.86655
968,-0.000632,-0.0798874,3.86655
969,-0.000631,-0.0798874,3.83459
970,-0.00063,-0.0798874,3.80264
971,-0.000629,-0.0798874,3.78666
972,-0.000628,-0.0798874,3.77068
973,-0.000627,-0.0798874,3.72275
974,-0.000626,-0.0798874,3.6908
975,-0.000625,-0.0798874,3.67482
976,-0.000624,-0.0798874,3.64286
977,-0.000623,-0.0798874,3.62689
978,-0.000622,-0.0798874,3.59493
979,-0.000621,-0.0798874,3.56298
980,-0.00062,-0.0798874,3.547
981,-0.000619,-0.0798874,3.49907
982,-0.000618,-0.0798874,3.46711
983,-0.000617,-0.0798874,3.43516
984,-0.000616,-0.0798874,3.4032
985,-0.000615,-0.0798874,3.37125
986,-0.000614,-0.0798874,3.33929
987,-0.000613,-0.0798874,3.30734
988,-0.000612,-0.0798874,3.2594
989,-0.000611,-0.0798874,3.21147
990,-0.00061,-0.0798874,3.21147
991,-0.000609,-0.0639099,3.16354
992,-0.000608,-0.0639099,3.13158
993,-0.000607,-0.0798874,3.09963
994,-0.000606,-0.0798874,3.06767
995,-0.000605,-0.0798874,3.01974
996,-0.000604,-0.0798874,2.98779
997,-0.000603,-0.0798874,2.95583
998,-0.000602,-0.0639099,2.92388
999,-0.000601,-0.0639099,2.89192
1000,-0.0006,-0.0798874,2.82801
1001,-0.000599,-0.0798874,2.79606
1002,-0.000598,-0.0798874,2.7641
1003,-0.000597,-0.0798874,2.70019
1004,-0.000596,-0.0639099,2.68422
1005,-0.000595,-0.0639099,2.65226
1006,-0.000594,-0.0798874,2.62031
1007,-0.000593,-0.0798874,2.54042
1008,-0.000592,-0.0798874,2.50846
1009,-0.000591,-0.0798874,2.47651
1010,-0.00059,-0.0798874,2.44455
1011,-0.000589,-0.0798874,2.38064
1012,-0.000588,-0.0798874,2.33271
1013,-0.000587,-0.0798874,2.30076
1014,-0.000586,-0.0798874,2.25282
1015,-0.000585,-0.0798874,2.22087
1016,-0.000584,-0.0798874,2.15696
1017,-0.000583,-0.0798874,2.14098
1018,-0.000582,-0.0798874,2.07707
1019,-0.000581,-0.0798874,2.02914
1020,-0.00058,-0.0798874,1.99718
1021,-0.000579,-0.0798874,1.94925
1022,-0.000578,-0.0798874,1.9173
1023,-0.000577,-0.0798874,1.83741
1024,-0.000576,-0.0798874,1.80545
1025,-0.000575,-0.0798874,1.75752
1026,-0.000574,-0.0798874,1.70959
1027,-0.000573,-0.0479324,1.67763
1028,-0.000572,-0.0479324,1.61372
1029,-0.000571,-0.0798874,1.58177
1030,-0.00057,-0.0798874,1.51786
1031,-0.000569,-0.0798874,1.46993
1032,-0.000568,-0.0639099,1.43797
1033,-0.000567,-0.0639099,1.37406
1034,-0.000566,-0.0639099,1.34211
1035,-0.000565,-0.0639099,1.2782
1036,-0.000564,-0.0639099,1.24624
1037,-0.000563,-0.0798874,1.19831
1038,-0.000562,-0.0479324,1.1344
1039,-0.000561,-0.0639099,1.08647
1040,-0.00056,-0.0639099,1.05451
1041,-0.000559,-0.0639099,0.990603
1042,-0.000558,-0.0798874,0.958648
1043,-0.000557,-0.0479324,0.910716
1044,-0.000556,-0.0639099,0.846806
1045,-0.000555,-0.0639099,0.798874
1046,-0.000554,-0.0639099,0.782896
1047,-0.000553,-0.0639099,0.718986
1048,-0.000552,-0.0639099,0.655076
1049,-0.000551,-0.0479324,0.607144
1050,-0.00055,-0.0798874,0.559212
1051,-0.000549,-0.0639099,0.527257
1052,-0.000548,-0.0639099,0.479324
1053,-0.000547,-0.0639099,0.415414
1054,-0.000546,-0.0479324,0.367482
1055,-0.000545,-0.0798874,0.319549
1056,-0.000544,-0.0639099,0.25564
1057,-0.000543,-0.0639099,0.239662
1058,-0.000542,-0.0798874,0.159775
1059,-0.000541,-0.0479324,0.111842
1060,-0.00054,-0.0639099,0.0798874
1061,-0.000539,-0.0639099,0.0159775
1062,-0.000538,-0.0639099,-0.0319549
1063,-0.000537,-0.0639099,-0.0798874
1064,-0.000536,-0.0319549,-0.111842
1065,-0.000535,-0.0479324,-0.175752
1066,-0.000534,-0.0319549,-0.207707
1067,-0.000533,-0.0639099,-0.271617
1068,-0.000532,-0.0639099,-0.335527
1069,-0.000531,-0.0639099,-0.367482
1070,-0.00053,-0.0479324,-0.399437
1071,-0.000529,-0.0479324,-0.463347
1072,-0.000528,-0.0639099,-0.511279
1073,-0.000527,-0.0639099,-0.543234
1074,-0.000526,-0.0639099,-0.623121
1075,-0.000525,-0.0639099,-0.655076
1076,-0.000524,-0.0639099,-0.703009
1077,-0.000523,-0.0639099,-0.750941
1078,-0.000522,-0.0639099,-0.798874
1079,-0.000521,-0.0639099,-0.862784
1080,-0.00052,-0.0639099,-0.894738
1081,-0.000519,-0.0639099,-0.926693
1082,-0.000518,-0.0639099,-0.990603
1083,-0.000517,-0.0639099,-1.03854
1084,-0.000516,-0.0639099,-1.10245
1085,-0.000515,-0.0639099,-1.11842
1086,-0.000514,-0.0639099,-1.16636
1087,-0.000513,-0.0639099,-1.24624
1088,-0.000512,-0.0639099,-1.2782
1089,-0.000511,-0.0639099,-1.31015
1090,-0.00051,-0.0639099,-1.35809
1091,-0.000509,-0.0639099,-1.43797
1092,-0.000508,-0.0639099,-1.46993
1093,-0.000507,-0.0639099,-1.50188
1094,-0.000506,-0.0639099,-1.54981
1095,-0.000505,-0.0639099,-1.61372
1096,-0.000504,-0.0639099,-1.64568
1097,-0.000503,-0.0639099,-1.69361
1098,-0.000502,-0.0639099,-1.75752
1099,-0.000501,-0.0639099,-1.78948
1100,-0.0005,-0.0639099,-1.83741
1101,-0.000499,-0.0639099,-1.90132
1102,-0.000498,-0.0639099,-1.93327
1103,-0.000497,-0.0639099,-1.98121
1104,-0.000496,-0.0639099,-2.01316
1105,-0.000495,-0.0639099,-2.06109
1106,-0.000494,-0.0639099,-2.09305
1107,-0.000493,-0.0639099,-2.15696
1108,-0.000492,-0.0639099,-2.18891
1109,-0.000491,-0.0639099,-2.23685
1110,-0.00049,-0.0639099,-2.2688
1111,-0.000489,-0.0639099,-2.30076
1112,-0.000488,-0.0639099,-2.38064
1113,-0.000487,-0.0639099,-2.4126
1114,-0.000486,-0.0639099,-2.44455
1115,-0.000485,-0.0639099,-2.49249
1116,-0.000484,-0.0639099,-2.54042
1117,-0.000483,-0.0639099,-2.57237
1118,-0.000482,-0.0639099,-2.58835
1119,-0.000481,-0.0639099,-2.66824
1120,-0.00048,-0.0639099,-2.70019
1121,-0.000479,-0.0639099,-2.73215
1122,-0.000478,-0.0639099,-2.7641
1123,-0.000477,-0.0639099,-2.81204
1124,-0.000476,-0.0639099,-2.85997
1125,-0.000475,-0.0639099,-2.89192
1126,-0.000474,-0.0639099,-2.93986
1127,-0.000473,-0.0639099,-2.97181
1128,-0.000472,-0.0639099,-3.01974
1129,-0.000471,-0.0639099,-3.01974
1130,-0.00047,-0.0639099,-3.08365
1131,-0.000469,-0.0639099,-3.13158
1132,-0.000468,-0.0639099,-3.16354
1133,-0.000467,-0.0639099,-3.19549
1134,-0.000466,-0.0639099,-3.22745
1135,-0.000465,-0.0639099,-3.2594
1136,-0.000464,-0.0639099,-3.29136
1137,-0.000463,-0.0639099,-3.33929
1138,-0.000462,-0.0639099,-3.37125
1139,-0.000461,-0.0639099,-3.4032
1140,-0.00046,-0.0639099,-3.43516
1141,-0.000459,-0.0639099,-3.46711
1142,-0.000458,-0.0639099,-3.49907
1143,-0.000457,-0.0639099,-3.53102
1144,-0.000456,-0.0639099,-3.57895
1145,-0.000455,-0.0639099,-3.61091
1146,-0.000454,-0.0639099,-3.64286
1147,-0.000453,-0.0639099,-3.67482
1148,-0.000452,-0.0639099,-3.70677
1149,-0.000451,-0.0639099,-3.72275
1150,-0.00045,-0.0639099,-3.75471
1151,-0.000449,-0.0639099,-3.80264
1152,-0.000448,-0.0639099,-3.81862
1153,-0.000447,-0.0479324,-3.85057
1154,-0.000446,-0.0639099,-3.88253
1155,-0.000445,-0.0639099,-3.8985
1156,-0.000444,-0.0639099,-3.93046
1157,-0.000443,-0.0639099,-3.96241
1158,-0.000442,-0.0639099,-3.97839
1159,-0.000441,-0.0639099,-4.0423
1160,-0.00044,-0.0639099,-4.0423
1161,-0.000439,-0.0639099,-4.07426
1162,-0.000438,-0.0639099,-4.09023
1163,-0.000437,-0.0639099,-4.12219
1164,-0.000436,-0.0639099,-4.13817
1165,-0.000435,-0.0639099,-4.17012
1166,-0.000434,-0.0639099,-4.20208
1167,-0.000433,-0.0639099,-4.20208
1168,-0.000432,-0.0639099,-4.21805
1169,-0.000431,-0.0639099,-4.26599
1170,-0.00043,-0.0639099,-4.29794
1171,-0.000429,-0.0639099,-4.29794
1172,-0.000428,-0.0639099,-4.31392
1173,-0.000427,-0.0639099,-4.3299
1174,-0.000426,-0.0639099,-4.36185
1175,-0.000425,-0.0639099,-4.37783
1176,-0.000424,-0.0639099,-4.37783
1177,-0.000423,-0.0479324,-4.39381
1178,-0.000422,-0.0639099,-4.40978
1179,-0.000421,-0.0639099,-4.40978
1180,-0.00042,-0.0639099,-4.40978
1181,-0.000419,-0.0639099,-4.42576
1182,-0.000418,-0.0639099,-4.39381
1183,-0.000417,-0.0639099,-4.40978
1184,-0.000416,-0.0639099,-4.40978
1185,-0.000415,-0.0479324,-4.42576
1186,-0.000414,-0.0639099,-4.39381
1187,-0.000413,-0.0639099,-4.42576
1188,-0.000412,-0.0639099,-4.44174
1189,-0.000411,-0.0798874,-4.42576
1190,-0.00041,-0.0639099,-4.44174
1191,-0.000409,-0.0639099,-4.44174
1192,-0.000408,-0.0479324,-4.44174
1193,-0.000407,-0.0798874,-4.44174
1194,-0.000406,-0.0639099,-4.44174
1195,-0.000405,-0.0798874,-4.44174
1196,-0.000404,-0.0798874,-4.42576
1197,-0.000403,-0.0798874,-4.42576
1198,-0.000402,-0.0798874,-4.44174
1199,-0.000401,-0.0798874,-4.44174
1200,-0.0004,-0.0798874,-4.42576
1201,-0.000399,-0.0798874,-4.42576
1202,-0.000398,-0.0798874,-4.42576
1203,-0.000397,-0.0798874,-4.44174
1204,-0.000396,-0.0798874,-4.44174
1205,-0.000395,-0.0798874,-4.44174
1206,-0.000394,-0.0798874,-4.44174
1207,-0.000393,-0.0798874,-4.44174
1208,-0.000392,-0.0798874,-4.44174
1209,-0.000391,-0.0798874,-4.44174
1210,-0.00039,-0.0798874,-4.44174
1211,-0.000389,-0.0798874,-4.44174
1212,-0.000388,-0.0798874,-4.44174
1213,-0.000387,-0.0798874,-4.44174
1214,-0.000386,-0.0798874,-4.44174
1215,-0.000385,-0.0798874,-4.44174
1216,-0.000384,-0.0798874,-4.42576
1217,-0.000383,-0.0798874,-4.45772
1218,-0.000382,-0.0798874,-4.44174
1219,-0.000381,-0.0798874,-4.44174
1220,-0.00038,-0.0798874,-4.44174
1221,-0.000379,-0.0798874,-4.44174
1222,-0.000378,-0.0798874,-4.44174
1223,-0.000377,-0.0798874,-4.44174
1224,-0.000376,-0.0798874,-4.44174
1225,-0.000375,-0.0798874,-4.44174
1226,-0.000374,-0.0798874,-4.44174
1227,-0.000373,-0.0798874,-4.44174
1228,-0.000372,-0.0798874,-4.44174
1229,-0.000371,-0.0798874,-4.44174
1230,-0.00037,-0.0798874,-4.42576
1231,-0.000369,-0.0798874,-4.45772
1232,-0.000368,-0.0798874,-4.42576
1233,-0.000367,-0.0798874,-4.42576
1234,-0.000366,-0.0798874,-4.45772
1235,-0.000365,-0.0798874,-4.45772
1236,-0.000364,-0.0798874,-4.45772
1237,-0.000363,-0.0798874,-4.45772
1238,-0.000362,-0.0798874,-4.45772
1239,-0.000361,-0.0798874,-4.45772
1240,-0.00036,-0.0798874,-4.45772
1241,-0.000359,-0.0798874,-4.45772
1242,-0.000358,-0.0798874,-4.45772
1243,-0.000357,-0.0798874,-4.42576
1244,-0.000356,-0.0798874,-4.39381
1245,-0.000355,-0.0798874,-4.36185
1246,-0.000354,-0.0798874,-4.3299
1247,-0.000353,-0.0798874,-4.28196
1248,-0.000352,-0.0798874,-4.26599
1249,-0.000351,-0.0798874,-4.26599
1250,-0.00035,-0.0798874,-4.21805
1251,-0.000349,-0.0798874,-4.1861
1252,-0.000348,-0.0798874,-4.17012
1253,-0.000347,-0.0798874,-4.13817
1254,-0.000346,-0.0639099,-4.12219
1255,-0.000345,-0.0639099,-4.12219
1256,-0.000344,-0.0639099,-4.07426
1257,-0.000343,-0.0639099,-4.07426
1258,-0.000342,-0.0798874,-4.02632
1259,-0.000341,-0.0798874,-4.02632
1260,-0.00034,-0.0798874,-3.97839
1261,-0.000339,-0.0798874,-3.94644
1262,-0.000338,-0.0798874,-3.93046
1263,-0.000337,-0.0639099,-3.91448
1264,-0.000336,-0.0798874,-3.86655
1265,-0.000335,-0.0798874,-3.83459
1266,-0.000334,-0.0798874,-3.81862
1267,-0.000333,-0.0798874,-3.78666
1268,-0.000332,-0.0798874,-3.73873
1269,-0.000331,-0.0798874,-3.70677
1270,-0.00033,-0.0798874,-3.67482
1271,-0.000329,-0.0798874,-3.65884
1272,-0.000328,-0.0798874,-3.62689
1273,-0.000327,-0.0798874,-3.59493
1274,-0.000326,-0.0798874,-3.56298
1275,-0.000325,-0.0798874,-3.51504
1276,-0.000324,-0.0798874,-3.48309
1277,-0.000323,-0.0798874,-3.43516
1278,-0.000322,-0.0798874,-3.41918
1279,-0.000321,-0.0798874,-3.35527
1280,-0.00032,-0.0798874,-3.33929
1281,-0.000319,-0.0798874,-3.29136
1282,-0.000318,-0.0798874,-3.2594
1283,-0.000317,-0.0798874,-3.22745
1284,-0.000316,-0.0798874,-3.17952
1285,-0.000315,-0.0798874,-3.14756
1286,-0.000314,-0.0798874,-3.09963
1287,-0.000313,-0.0798874,-3.0517
1288,-0.000312,-0.0798874,-3.01974
1289,-0.000311,-0.0798874,-2.98779
1290,-0.00031,-0.0798874,-2.95583
1291,-0.000309,-0.0798874,-2.89192
1292,-0.000308,-0.0798874,-2.87595
1293,-0.000307,-0.0798874,-2.79606
1294,-0.000306,-0.0798874,-2.7641
1295,-0.000305,-0.0798874,-2.73215
1296,-0.000304,-0.0798874,-2.70019
1297,-0.000303,-0.0639099,-2.63628
1298,-0.000302,-0.0639099,-2.62031
1299,-0.000301,-0.0639099,-2.5564
1300,-0.0003,-0.0639099,-2.50846
1301,-0.000299,-0.0798874,-2.44455
1302,-0.000298,-0.0479324,-2.42858
1303,-0.000297,-0.0798874,-2.34869
1304,-0.000296,-0.0798874,-2.31673
1305,-0.000295,-0.0798874,-2.28478
1306,-0.000294,-0.0798874,-2.23685
1307,-0.000293,-0.0798874,-2.18891
1308,-0.000292,-0.0798874,-2.15696
1309,-0.000291,-0.0798874,-2.09305
1310,-0.00029,-0.0479324,-2.02914
1311,-0.000289,-0.0798874,-1.99718
1312,-0.000288,-0.0798874,-1.96523
1313,-0.000287,-0.0798874,-1.9173
1314,-0.000286,-0.0798874,-1.85339
1315,-0.000285,-0.0798874,-1.80545
1316,-0.000284,-0.0798874,-1.7735
1317,-0.000283,-0.0798874,-1.70959
1318,-0.000282,-0.0798874,-1.64568
1319,-0.000281,-0.0798874,-1.61372
1320,-0.00028,-0.0798874,-1.54981
1321,-0.000279,-0.0798874,-1.51786
1322,-0.000278,-0.0639099,-1.46993
1323,-0.000277,-0.0639099,-1.40602
1324,-0.000276,-0.0639099,-1.37406
1325,-0.000275,-0.0639099,-1.31015
1326,-0.000274,-0.0798874,-1.26222
1327,-0.000273,-0.0798874,-1.21429
1328,-0.000272,-0.0798874,-1.16636
1329,-0.000271,-0.0639099,-1.11842
1330,-0.00027,-0.0639099,-1.07049
1331,-0.000269,-0.0639099,-1.00658
1332,-0.000268,-0.0639099,-0.974626
1333,-0.000267,-0.0798874,-0.910716
1334,-0.000266,-0.0798874,-0.878761
