
Sample,Time(S),CH1(V),OutPut Voltage(V)
730,-0.00068,0.768371,4.37638
731,-0.00067,0.71826,4.37638
732,-0.00066,0.668149,4.37638
733,-0.00065,0.651445,4.37638
734,-0.00064,0.58463,4.37638
735,-0.00063,0.551223,4.37638
736,-0.00062,0.501112,4.37638
737,-0.00061,0.451,4.37638
738,-0.0006,0.384186,4.37638
739,-0.00059,0.317371,4.37638
740,-0.00058,0.283963,4.37638
741,-0.00057,0.217148,4.37638
742,-0.00056,0.150333,4.37638
743,-0.00055,0.100222,4.37638
744,-0.00054,0.0334074,4.37638
745,-0.00053,-0.0501112,4.37638
746,-0.00052,-0.100222,4.37638
747,-0.00051,-0.167037,3.70823
748,-0.0005,-0.233852,2.27171
749,-0.00049,-0.300667,0.785075
750,-0.00048,-0.350778,-0.668149
751,-0.00047,-0.384186,-2.13808
752,-0.00046,-0.451,-3.64141
753,-0.00045,-0.517815,-4.54341
754,-0.00044,-0.567927,-4.54341
755,-0.00043,-0.618038,-4.52671
756,-0.00042,-0.668149,-4.51
757,-0.00041,-0.751667,-4.4933
758,-0.0004,-0.768371,-4.45989
759,-0.00039,-0.835186,-4.45989
760,-0.00038,-0.85189,-4.42649
761,-0.00037,-0.885297,-4.42649
762,-0.00036,-0.918705,-4.42649
763,-0.00035,-0.935408,-4.39308
764,-0.00034,-0.98552,-4.40978
765,-0.00033,-1.01893,-4.40978
766,-0.00032,-1.01893,-4.40978
767,-0.00031,-1.01893,-4.40978
768,-0.0003,-1.05233,-4.40978
769,-0.00029,-1.05233,-4.40978
770,-0.00028,-1.06904,-4.40978
771,-0.00027,-1.03563,-4.40978
772,-0.00026,-1.05233,-4.40978
773,-0.00025,-1.05233,-4.40978
774,-0.00024,-1.03563,-4.40978
775,-0.00023,-1.01893,-4.40978
776,-0.00022,-1.00222,-4.40978
777,-0.00021,-1.00222,-4.40978
778,-0.0002,-0.968816,-4.40978
779,-0.00019,-0.918705,-4.40978
780,-0.00018,-0.885297,-4.39308
781,-0.00017,-0.85189,-4.42649
782,-0.00016,-0.818482,-4.42649
783,-0.00015,-0.785075,-4.42649
784,-0.00014,-0.751667,-4.40978
785,-0.00013,-0.701556,-4.45989
786,-0.00012,-0.634741,-4.45989
787,-0.00011,-0.601334,-4.45989
788,-0.0001,-0.534519,-4.45989
789,-9e-05,-0.451,-4.42649
790,-8e-05,-0.417593,-4.45989
791,-7e-05,-0.367482,-4.45989
792,-6e-05,-0.300667,-4.45989
793,-5e-05,-0.233852,-4.45989
794,-4e-05,-0.167037,-4.45989
795,-3e-05,-0.116926,-4.45989
796,-2e-05,-0.0501112,-4.4766
797,-1e-05,0,-4.32626
798,0,0.0668149,-3.27393
799,1e-05,0.13363,-2.12137
800,2e-05,0.183741,-0.968816
801,3e-05,0.26726,0.183741
802,4e-05,0.317371,1.3363
803,5e-05,0.367482,2.47215
804,6e-05,0.417593,3.5913
805,7e-05,0.484408,4.4766
806,8e-05,0.534519,4.4766
807,9e-05,0.601334,4.4766
808,0.0001,0.618038,4.40978
809,0.00011,0.651445,4.40978
810,0.00012,0.734964,4.40978
811,0.00013,0.734964,4.37638
812,0.00014,0.768371,4.39308
813,0.00015,0.801779,4.39308
814,0.00016,0.835186,4.39308
815,0.00017,0.835186,4.39308
816,0.00018,0.85189,4.37638
817,0.00019,0.85189,4.37638
818,0.0002,0.885297,4.37638
819,0.00021,0.885297,4.37638
820,0.00022,0.885297,4.37638
821,0.00023,0.885297,4.37638
822,0.00024,0.885297,4.37638
823,0.00025,0.885297,4.37638
824,0.00026,0.868594,4.37638
825,0.00027,0.835186,4.34297
826,0.00028,0.85189,4.37638
827,0.00029,0.818482,4.37638
828,0.0003,0.801779,4.37638
829,0.00031,0.768371,4.37638
830,0.00032,0.768371,4.37638
831,0.00033,0.71826,4.37638
832,0.00034,0.668149,4.37638
833,0.00035,0.634741,4.37638
834,0.00036,0.601334,4.37638
835,0.00037,0.551223,4.37638
836,0.00038,0.517815,4.37638
837,0.00039,0.434297,4.37638
838,0.0004,0.384186,4.35967
839,0.00041,0.334074,4.39308
840,0.00042,0.26726,4.37638
841,0.00043,0.217148,4.37638
842,0.00044,0.150333,4.37638
843,0.00045,0.0835186,4.37638
844,0.00046,0.0501112,4.37638
845,0.00047,-0.0334074,4.35967
846,0.00048,-0.100222,4.39308
847,0.00049,-0.167037,3.72493
848,0.0005,-0.217148,2.255
849,0.00051,-0.300667,0.785075
850,0.00052,-0.350778,-0.668149
851,0.00053,-0.384186,-2.15478
852,0.00054,-0.451,-3.608
853,0.00055,-0.517815,-4.54341
854,0.00056,-0.58463,-4.52671
855,0.00057,-0.634741,-4.54341
856,0.00058,-0.668149,-4.51
857,0.00059,-0.751667,-4.4933
858,0.0006,-0.768371,-4.4766
859,0.00061,-0.835186,-4.42649
860,0.00062,-0.85189,-4.42649
861,0.00063,-0.885297,-4.42649
862,0.00064,-0.918705,-4.42649
863,0.00065,-0.935408,-4.39308
864,0.00066,-0.98552,-4.40978
865,0.00067,-1.01893,-4.40978
866,0.00068,-1.01893,-4.40978
867,0.00069,-1.01893,-4.40978
868,0.0007,-1.05233,-4.40978
869,0.00071,-1.05233,-4.40978
870,0.00072,-1.05233,-4.40978
871,0.00073,-1.05233,-4.40978
872,0.00074,-1.05233,-4.40978
873,0.00075,-1.05233,-4.40978
874,0.00076,-1.01893,-4.40978
875,0.00077,-1.01893,-4.40978
876,0.00078,-1.00222,-4.40978
877,0.00079,-1.00222,-4.40978
878,0.0008,-0.968816,-4.40978
879,0.00081,-0.918705,-4.40978
880,0.00082,-0.885297,-4.39308
881,0.00083,-0.85189,-4.42649
882,0.00084,-0.818482,-4.42649
883,0.00085,-0.785075,-4.42649
884,0.00086,-0.751667,-4.40978
885,0.00087,-0.701556,-4.45989
886,0.00088,-0.634741,-4.45989
887,0.00089,-0.601334,-4.45989
888,0.0009,-0.534519,-4.45989
889,0.00091,-0.451,-4.45989
890,0.00092,-0.417593,-4.45989
891,0.00093,-0.350778,-4.45989
892,0.00094,-0.283963,-4.45989
893,0.00095,-0.233852,-4.45989
894,0.00096,-0.167037,-4.45989
895,0.00097,-0.100222,-4.45989
896,0.00098,-0.0668149,-4.45989
897,0.00099,0,-4.34297
898,0.001,0.0668149,-3.27393
899,0.00101,0.13363,-2.12137
900,0.00102,0.183741,-0.968816
901,0.00103,0.26726,0.183741
902,0.00104,0.317371,1.3363
903,0.00105,0.367482,2.47215
904,0.00106,0.417593,3.5913
905,0.00107,0.484408,4.4766
906,0.00108,0.534519,4.45989
907,0.00109,0.601334,4.45989
908,0.0011,0.618038,4.40978
909,0.00111,0.684853,4.40978
910,0.00112,0.71826,4.40978
911,0.00113,0.768371,4.37638
912,0.00114,0.768371,4.39308
913,0.00115,0.801779,4.39308
914,0.00116,0.835186,4.37638
915,0.00117,0.835186,4.37638
916,0.00118,0.85189,4.37638
917,0.00119,0.868594,4.37638
918,0.0012,0.885297,4.37638
919,0.00121,0.868594,4.37638
920,0.00122,0.902001,4.37638
921,0.00123,0.885297,4.37638
922,0.00124,0.885297,4.37638
923,0.00125,0.885297,4.37638
924,0.00126,0.868594,4.37638
925,0.00127,0.835186,4.37638
926,0.00128,0.835186,4.37638
927,0.00129,0.835186,4.37638
928,0.0013,0.801779,4.37638
929,0.00131,0.768371,4.37638
930,0.00132,0.768371,4.37638
931,0.00133,0.71826,4.37638
932,0.00134,0.668149,4.37638
933,0.00135,0.634741,4.37638
934,0.00136,0.601334,4.37638
935,0.00137,0.551223,4.37638
936,0.00138,0.517815,4.37638
937,0.00139,0.434297,4.37638
938,0.0014,0.384186,4.39308
939,0.00141,0.334074,4.35967
940,0.00142,0.26726,4.37638
941,0.00143,0.217148,4.37638
942,0.00144,0.150333,4.37638
943,0.00145,0.0835186,4.37638
944,0.00146,0.0501112,4.37638
945,0.00147,-0.0501112,4.37638
946,0.00148,-0.116926,4.37638
947,0.00149,-0.150333,3.70823
948,0.0015,-0.217148,2.27171
949,0.00151,-0.300667,0.785075
950,0.00152,-0.350778,-0.668149
951,0.00153,-0.384186,-2.13808
952,0.00154,-0.451,-3.64141
953,0.00155,-0.517815,-4.54341
954,0.00156,-0.567927,-4.54341
955,0.00157,-0.634741,-4.51
956,0.00158,-0.668149,-4.52671
957,0.00159,-0.751667,-4.4933
958,0.0016,-0.768371,-4.4766
959,0.00161,-0.835186,-4.42649
960,0.00162,-0.85189,-4.42649
961,0.00163,-0.885297,-4.42649
962,0.00164,-0.918705,-4.42649
963,0.00165,-0.935408,-4.39308
964,0.00166,-0.98552,-4.40978
965,0.00167,-1.00222,-4.40978
966,0.00168,-1.03563,-4.40978
967,0.00169,-1.01893,-4.40978
968,0.0017,-1.05233,-4.40978
969,0.00171,-1.05233,-4.40978
970,0.00172,-1.06904,-4.40978
971,0.00173,-1.03563,-4.40978
972,0.00174,-1.05233,-4.40978
973,0.00175,-1.05233,-4.40978
974,0.00176,-1.01893,-4.40978
975,0.00177,-1.01893,-4.40978
976,0.00178,-1.01893,-4.40978
977,0.00179,-0.98552,-4.40978
978,0.0018,-0.935408,-4.40978
979,0.00181,-0.935408,-4.40978
980,0.00182,-0.885297,-4.39308
981,0.00183,-0.85189,-4.42649
982,0.00184,-0.818482,-4.42649
983,0.00185,-0.785075,-4.42649
984,0.00186,-0.751667,-4.40978
985,0.00187,-0.684853,-4.45989
986,0.00188,-0.651445,-4.45989
987,0.00189,-0.58463,-4.45989
988,0.0019,-0.534519,-4.45989
989,0.00191,-0.451,-4.45989
990,0.00192,-0.417593,-4.45989
991,0.00193,-0.350778,-4.45989
992,0.00194,-0.283963,-4.45989
993,0.00195,-0.233852,-4.45989
994,0.00196,-0.167037,-4.45989
995,0.00197,-0.100222,-4.45989
996,0.00198,-0.0668149,-4.4766
997,0.00199,0,-4.32626
998,0.002,0.0668149,-3.25723
999,0.00201,0.13363,-2.10467
1000,0.00202,0.183741,-0.952112
1001,0.00203,0.26726,0.183741
1002,0.00204,0.317371,1.3363
1003,0.00205,0.367482,2.48885
1004,0.00206,0.417593,3.608
1005,0.00207,0.484408,4.4766
1006,0.00208,0.551223,4.4766
1007,0.00209,0.58463,4.45989
1008,0.0021,0.618038,4.44319
1009,0.00211,0.668149,4.40978
1010,0.00212,0.71826,4.40978
1011,0.00213,0.751667,4.39308
1012,0.00214,0.768371,4.39308
1013,0.00215,0.801779,4.39308
1014,0.00216,0.835186,4.39308
1015,0.00217,0.835186,4.37638
1016,0.00218,0.85189,4.37638
1017,0.00219,0.868594,4.35967
1018,0.0022,0.885297,4.39308
1019,0.00221,0.885297,4.37638
1020,0.00222,0.885297,4.37638
1021,0.00223,0.885297,4.37638
1022,0.00224,0.885297,4.37638
1023,0.00225,0.868594,4.37638
1024,0.00226,0.868594,4.37638
1025,0.00227,0.835186,4.34297
1026,0.00228,0.835186,4.37638
1027,0.00229,0.835186,4.37638
1028,0.0023,0.801779,4.37638
1029,0.00231,0.768371,4.37638
1030,0.00232,0.768371,4.37638
1031,0.00233,0.71826,4.37638
1032,0.00234,0.668149,4.37638
1033,0.00235,0.634741,4.37638
1034,0.00236,0.601334,4.37638
1035,0.00237,0.551223,4.37638
1036,0.00238,0.517815,4.37638
1037,0.00239,0.434297,4.35967
1038,0.0024,0.384186,4.39308
1039,0.00241,0.334074,4.35967
1040,0.00242,0.26726,4.37638
1041,0.00243,0.217148,4.37638
1042,0.00244,0.150333,4.37638
1043,0.00245,0.100222,4.37638
1044,0.00246,0.0334074,4.37638
1045,0.00247,-0.0501112,4.37638
1046,0.00248,-0.116926,4.37638
1047,0.00249,-0.150333,3.70823
1048,0.0025,-0.217148,2.27171
1049,0.00251,-0.300667,0.785075
1050,0.00252,-0.350778,-0.684853
1051,0.00253,-0.400889,-2.13808
1052,0.00254,-0.434297,-3.64141
1053,0.00255,-0.517815,-4.54341
1054,0.00256,-0.567927,-4.54341
1055,0.00257,-0.618038,-4.52671
1056,0.00258,-0.668149,-4.51
1057,0.00259,-0.751667,-4.4933
1058,0.0026,-0.768371,-4.45989
1059,0.00261,-0.818482,-4.45989
1060,0.00262,-0.85189,-4.40978
1061,0.00263,-0.885297,-4.42649
1062,0.00264,-0.918705,-4.42649
1063,0.00265,-0.935408,-4.39308
1064,0.00266,-0.98552,-4.40978
1065,0.00267,-1.01893,-4.40978
1066,0.00268,-1.01893,-4.40978
1067,0.00269,-1.01893,-4.40978
1068,0.0027,-1.05233,-4.40978
1069,0.00271,-1.03563,-4.40978
1070,0.00272,-1.06904,-4.40978
1071,0.00273,-1.06904,-4.40978
1072,0.00274,-1.03563,-4.40978
1073,0.00275,-1.05233,-4.40978
1074,0.00276,-1.01893,-4.40978
1075,0.00277,-1.01893,-4.40978
1076,0.00278,-1.00222,-4.40978
1077,0.00279,-1.00222,-4.40978
1078,0.0028,-0.935408,-4.40978
1079,0.00281,-0.935408,-4.40978
1080,0.00282,-0.885297,-4.40978
1081,0.00283,-0.85189,-4.42649
1082,0.00284,-0.818482,-4.42649
1083,0.00285,-0.785075,-4.42649
1084,0.00286,-0.751667,-4.40978
1085,0.00287,-0.701556,-4.45989
1086,0.00288,-0.634741,-4.45989
1087,0.00289,-0.58463,-4.45989
1088,0.0029,-0.534519,-4.45989
1089,0.00291,-0.467704,-4.42649
1090,0.00292,-0.400889,-4.45989
1091,0.00293,-0.350778,-4.45989
1092,0.00294,-0.283963,-4.45989
1093,0.00295,-0.233852,-4.45989
1094,0.00296,-0.167037,-4.45989
1095,0.00297,-0.116926,-4.45989
1096,0.00298,-0.0501112,-4.4766
1097,0.00299,0,-4.32626
1098,0.003,0.0668149,-3.25723
1099,0.00301,0.13363,-2.12137
1100,0.00302,0.183741,-0.952112
1101,0.00303,0.26726,0.200445
1102,0.00304,0.317371,1.31959
1103,0.00305,0.367482,2.47215
1104,0.00306,0.417593,3.608
1105,0.00307,0.484408,4.4766
1106,0.00308,0.534519,4.4766
1107,0.00309,0.601334,4.4766
1108,0.0031,0.618038,4.40978
1109,0.00311,0.684853,4.40978
1110,0.00312,0.71826,4.40978
1111,0.00313,0.751667,4.37638
1112,0.00314,0.768371,4.39308
1113,0.00315,0.801779,4.39308
1114,0.00316,0.835186,4.35967
1115,0.00317,0.835186,4.39308
1116,0.00318,0.85189,4.35967
1117,0.00319,0.868594,4.35967
1118,0.0032,0.885297,4.39308
1119,0.00321,0.868594,4.35967
1120,0.00322,0.902001,4.37638
1121,0.00323,0.868594,4.37638
1122,0.00324,0.885297,4.37638
1123,0.00325,0.885297,4.37638
1124,0.00326,0.868594,4.37638
1125,0.00327,0.85189,4.37638
1126,0.00328,0.818482,4.37638
1127,0.00329,0.835186,4.37638
1128,0.0033,0.801779,4.37638
1129,0.00331,0.768371,4.37638
1130,0.00332,0.768371,4.37638
1131,0.00333,0.71826,4.37638
1132,0.00334,0.668149,4.37638
1133,0.00335,0.634741,4.37638
1134,0.00336,0.601334,4.37638
1135,0.00337,0.551223,4.37638
1136,0.00338,0.501112,4.37638
1137,0.00339,0.451,4.37638
1138,0.0034,0.384186,4.37638
1139,0.00341,0.334074,4.37638
1140,0.00342,0.26726,4.37638
1141,0.00343,0.217148,4.37638
1142,0.00344,0.150333,4.37638
1143,0.00345,0.100222,4.37638
1144,0.00346,0.0334074,4.37638
1145,0.00347,-0.0501112,4.35967
1146,0.00348,-0.116926,4.39308
1147,0.00349,-0.150333,3.70823
1148,0.0035,-0.217148,2.27171
1149,0.00351,-0.300667,0.785075
1150,0.00352,-0.350778,-0.684853
1151,0.00353,-0.384186,-2.13808
1152,0.00354,-0.451,-3.64141
1153,0.00355,-0.517815,-4.54341
1154,0.00356,-0.58463,-4.54341
1155,0.00357,-0.634741,-4.52671
1156,0.00358,-0.668149,-4.51
1157,0.00359,-0.751667,-4.4933
1158,0.0036,-0.768371,-4.45989
1159,0.00361,-0.835186,-4.45989
1160,0.00362,-0.85189,-4.40978
1161,0.00363,-0.885297,-4.42649
1162,0.00364,-0.918705,-4.42649
1163,0.00365,-0.935408,-4.39308
1164,0.00366,-0.98552,-4.40978
1165,0.00367,-1.01893,-4.40978
1166,0.00368,-1.01893,-4.40978
1167,0.00369,-1.01893,-4.40978
1168,0.0037,-1.05233,-4.40978
1169,0.00371,-1.03563,-4.40978
1170,0.00372,-1.06904,-4.40978
1171,0.00373,-1.05233,-4.40978
1172,0.00374,-1.05233,-4.40978
1173,0.00375,-1.05233,-4.40978
1174,0.00376,-1.01893,-4.40978
1175,0.00377,-1.01893,-4.40978
1176,0.00378,-1.00222,-4.40978
1177,0.00379,-1.00222,-4.40978
1178,0.0038,-0.935408,-4.40978
1179,0.00381,-0.935408,-4.40978
1180,0.00382,-0.885297,-4.39308
1181,0.00383,-0.85189,-4.42649
1182,0.00384,-0.818482,-4.42649
1183,0.00385,-0.785075,-4.42649
1184,0.00386,-0.751667,-4.40978
1185,0.00387,-0.701556,-4.45989
1186,0.00388,-0.634741,-4.45989
1187,0.00389,-0.601334,-4.45989
1188,0.0039,-0.534519,-4.45989
1189,0.00391,-0.467704,-4.42649
1190,0.00392,-0.400889,-4.45989
1191,0.00393,-0.367482,-4.45989
1192,0.00394,-0.300667,-4.45989
1193,0.00395,-0.217148,-4.45989
1194,0.00396,-0.183741,-4.45989
1195,0.00397,-0.100222,-4.45989
1196,0.00398,-0.0668149,-4.4766
1197,0.00399,0,-4.32626
1198,0.004,0.0668149,-3.27393
1199,0.00401,0.13363,-2.12137
1200,0.00402,0.167037,-0.952112
1201,0.00403,0.250556,0.200445
1202,0.00404,0.317371,1.31959
1203,0.00405,0.367482,2.48885
1204,0.00406,0.417593,3.608
1205,0.00407,0.484408,4.45989
1206,0.00408,0.534519,4.4766
1207,0.00409,0.601334,4.44319
1208,0.0041,0.618038,4.44319
1209,0.00411,0.668149,4.40978
1210,0.00412,0.71826,4.40978
1211,0.00413,0.751667,4.39308
1212,0.00414,0.768371,4.39308
1213,0.00415,0.801779,4.39308
1214,0.00416,0.835186,4.39308
1215,0.00417,0.835186,4.39308
1216,0.00418,0.85189,4.35967
1217,0.00419,0.85189,4.37638
1218,0.0042,0.885297,4.37638
1219,0.00421,0.885297,4.37638
1220,0.00422,0.885297,4.37638
1221,0.00423,0.885297,4.37638
1222,0.00424,0.885297,4.37638
1223,0.00425,0.885297,4.37638
1224,0.00426,0.868594,4.37638
1225,0.00427,0.835186,4.35967
1226,0.00428,0.85189,4.37638
1227,0.00429,0.818482,4.37638
1228,0.0043,0.801779,4.37638
1229,0.00431,0.768371,4.37638
1230,0.00432,0.768371,4.37638
1231,0.00433,0.71826,4.37638
1232,0.00434,0.668149,4.37638
1233,0.00435,0.634741,4.37638
1234,0.00436,0.601334,4.37638
1235,0.00437,0.551223,4.37638
1236,0.00438,0.517815,4.37638
1237,0.00439,0.434297,4.35967
1238,0.0044,0.384186,4.39308
1239,0.00441,0.334074,4.37638
1240,0.00442,0.26726,4.37638
1241,0.00443,0.217148,4.37638
1242,0.00444,0.150333,4.37638
1243,0.00445,0.0835186,4.37638
1244,0.00446,0.0501112,4.37638
1245,0.00447,-0.0501112,4.35967
1246,0.00448,-0.116926,4.37638
1247,0.00449,-0.150333,3.74163
1248,0.0045,-0.217148,2.27171
1249,0.00451,-0.300667,0.768371
1250,0.00452,-0.350778,-0.668149
1251,0.00453,-0.384186,-2.15478
1252,0.00454,-0.451,-3.62471
1253,0.00455,-0.517815,-4.54341
1254,0.00456,-0.58463,-4.54341
1255,0.00457,-0.618038,-4.52671
1256,0.00458,-0.668149,-4.51
1257,0.00459,-0.751667,-4.4933
1258,0.0046,-0.768371,-4.45989
1259,0.00461,-0.835186,-4.45989
1260,0.00462,-0.85189,-4.42649
1261,0.00463,-0.902001,-4.42649
1262,0.00464,-0.902001,-4.40978
1263,0.00465,-0.935408,-4.40978
1264,0.00466,-0.98552,-4.40978
1265,0.00467,-1.00222,-4.40978
1266,0.00468,-1.03563,-4.40978
1267,0.00469,-1.01893,-4.40978
1268,0.0047,-1.05233,-4.40978
1269,0.00471,-1.03563,-4.40978
1270,0.00472,-1.06904,-4.40978
1271,0.00473,-1.06904,-4.40978
1272,0.00474,-1.03563,-4.40978
1273,0.00475,-1.05233,-4.40978
1274,0.00476,-1.01893,-4.40978
1275,0.00477,-1.01893,-4.40978
1276,0.00478,-1.00222,-4.40978
1277,0.00479,-1.00222,-4.40978
1278,0.0048,-0.935408,-4.40978
1279,0.00481,-0.935408,-4.40978
1280,0.00482,-0.885297,-4.40978
1281,0.00483,-0.85189,-4.40978
1282,0.00484,-0.818482,-4.42649
1283,0.00485,-0.801779,-4.42649
1284,0.00486,-0.734964,-4.40978
1285,0.00487,-0.701556,-4.45989
1286,0.00488,-0.634741,-4.45989
1287,0.00489,-0.58463,-4.45989
1288,0.0049,-0.534519,-4.45989
1289,0.00491,-0.467704,-4.45989
1290,0.00492,-0.400889,-4.45989
1291,0.00493,-0.350778,-4.45989
1292,0.00494,-0.283963,-4.45989
1293,0.00495,-0.233852,-4.45989
1294,0.00496,-0.167037,-4.45989
1295,0.00497,-0.100222,-4.45989
1296,0.00498,-0.0668149,-4.4766
1297,0.00499,0,-4.32626
1298,0.005,0.0835186,-3.25723
1299,0.00501,0.116926,-2.10467
1300,0.00502,0.183741,-0.952112
1301,0.00503,0.26726,0.200445
1302,0.00504,0.317371,1.31959
1303,0.00505,0.367482,2.48885
1304,0.00506,0.417593,3.5913
1305,0.00507,0.484408,4.4933
1306,0.00508,0.534519,4.45989
1307,0.00509,0.601334,4.45989
1308,0.0051,0.618038,4.44319
1309,0.00511,0.684853,4.40978
1310,0.00512,0.71826,4.40978
1311,0.00513,0.751667,4.39308
1312,0.00514,0.768371,4.39308
1313,0.00515,0.818482,4.39308
1314,0.00516,0.818482,4.39308
1315,0.00517,0.835186,4.37638
1316,0.00518,0.85189,4.37638
1317,0.00519,0.868594,4.37638
1318,0.0052,0.885297,4.37638
1319,0.00521,0.885297,4.37638
1320,0.00522,0.885297,4.37638
1321,0.00523,0.885297,4.37638
1322,0.00524,0.885297,4.37638
1323,0.00525,0.868594,4.37638
1324,0.00526,0.868594,4.37638
1325,0.00527,0.835186,4.34297
1326,0.00528,0.835186,4.37638
1327,0.00529,0.835186,4.37638
1328,0.0053,0.801779,4.37638
1329,0.00531,0.768371,4.37638
1330,0.00532,0.768371,4.37638
1331,0.00533,0.71826,4.37638
1332,0.00534,0.668149,4.37638
1333,0.00535,0.634741,4.37638
1334,0.00536,0.601334,4.37638
1335,0.00537,0.551223,4.37638
1336,0.00538,0.501112,4.37638
1337,0.00539,0.451,4.37638
1338,0.0054,0.384186,4.37638
1339,0.00541,0.317371,4.37638
1340,0.00542,0.283963,4.37638
1341,0.00543,0.217148,4.37638
1342,0.00544,0.150333,4.37638
1343,0.00545,0.100222,4.37638
1344,0.00546,0.0334074,4.37638
1345,0.00547,-0.0501112,4.35967
1346,0.00548,-0.100222,4.39308
1347,0.00549,-0.167037,3.70823
1348,0.0055,-0.217148,2.27171
1349,0.00551,-0.300667,0.785075
1350,0.00552,-0.350778,-0.668149
1351,0.00553,-0.384186,-2.13808
1352,0.00554,-0.451,-3.64141
1353,0.00555,-0.517815,-4.54341
1354,0.00556,-0.58463,-4.54341
1355,0.00557,-0.618038,-4.52671
1356,0.00558,-0.668149,-4.51
1357,0.00559,-0.751667,-4.4933
1358,0.0056,-0.768371,-4.45989
1359,0.00561,-0.835186,-4.45989
1360,0.00562,-0.85189,-4.42649
1361,0.00563,-0.885297,-4.42649
1362,0.00564,-0.918705,-4.42649
1363,0.00565,-0.968816,-4.39308
1364,0.00566,-0.968816,-4.40978
1365,0.00567,-1.00222,-4.40978
1366,0.00568,-1.03563,-4.40978
1367,0.00569,-1.03563,-4.40978
1368,0.0057,-1.05233,-4.40978
1369,0.00571,-1.03563,-4.40978
1370,0.00572,-1.06904,-4.40978
1371,0.00573,-1.06904,-4.40978
1372,0.00574,-1.03563,-4.40978
1373,0.00575,-1.05233,-4.40978
1374,0.00576,-1.01893,-4.40978
1375,0.00577,-1.01893,-4.40978
1376,0.00578,-1.00222,-4.40978
1377,0.00579,-1.00222,-4.40978
1378,0.0058,-0.935408,-4.40978
1379,0.00581,-0.935408,-4.40978
1380,0.00582,-0.885297,-4.39308
1381,0.00583,-0.85189,-4.42649
1382,0.00584,-0.818482,-4.42649
1383,0.00585,-0.785075,-4.42649
1384,0.00586,-0.751667,-4.40978
1385,0.00587,-0.684853,-4.45989
1386,0.00588,-0.651445,-4.45989
1387,0.00589,-0.58463,-4.45989
1388,0.0059,-0.517815,-4.45989
1389,0.00591,-0.467704,-4.40978
1390,0.00592,-0.400889,-4.42649
1391,0.00593,-0.350778,-4.45989
1392,0.00594,-0.283963,-4.45989
1393,0.00595,-0.233852,-4.45989
1394,0.00596,-0.167037,-4.45989
1395,0.00597,-0.100222,-4.45989
1396,0.00598,-0.0668149,-4.4766
1397,0.00599,0,-4.32626
1398,0.006,0.0835186,-3.24052
1399,0.00601,0.116926,-2.10467
1400,0.00602,0.183741,-0.952112
1401,0.00603,0.26726,0.183741
1402,0.00604,0.334074,1.3363
1403,0.00605,0.384186,2.48885
1404,0.00606,0.417593,3.608
1405,0.00607,0.501112,4.4766
1406,0.00608,0.534519,4.4766
1407,0.00609,0.601334,4.45989
1408,0.0061,0.618038,4.44319
1409,0.00611,0.684853,4.40978
1410,0.00612,0.71826,4.40978
1411,0.00613,0.751667,4.37638
1412,0.00614,0.768371,4.39308
1413,0.00615,0.818482,4.39308
1414,0.00616,0.818482,4.39308
1415,0.00617,0.835186,4.35967
1416,0.00618,0.85189,4.37638
1417,0.00619,0.868594,4.37638
1418,0.0062,0.885297,4.37638
1419,0.00621,0.885297,4.37638
1420,0.00622,0.885297,4.37638
1421,0.00623,0.885297,4.37638
1422,0.00624,0.885297,4.37638
1423,0.00625,0.868594,4.37638
1424,0.00626,0.868594,4.37638
1425,0.00627,0.835186,4.34297
1426,0.00628,0.85189,4.37638
1427,0.00629,0.818482,4.37638
1428,0.0063,0.801779,4.37638
1429,0.00631,0.768371,4.37638
1430,0.00632,0.768371,4.37638
1431,0.00633,0.71826,4.37638
1432,0.00634,0.668149,4.37638
1433,0.00635,0.634741,4.37638
1434,0.00636,0.601334,4.37638
1435,0.00637,0.551223,4.37638
1436,0.00638,0.517815,4.37638
1437,0.00639,0.434297,4.37638
1438,0.0064,0.384186,4.37638
1439,0.00641,0.317371,4.37638
1440,0.00642,0.283963,4.37638
1441,0.00643,0.217148,4.37638
1442,0.00644,0.150333,4.37638
1443,0.00645,0.0835186,4.37638
1444,0.00646,0.0501112,4.37638
1445,0.00647,-0.0334074,4.35967
1446,0.00648,-0.100222,4.39308
1447,0.00649,-0.167037,3.72493
1448,0.0065,-0.217148,2.255
1449,0.00651,-0.300667,0.785075
1450,0.00652,-0.350778,-0.668149
1451,0.00653,-0.384186,-2.13808
1452,0.00654,-0.451,-3.62471
1453,0.00655,-0.517815,-4.54341
1454,0.00656,-0.58463,-4.54341
1455,0.00657,-0.618038,-4.52671
1456,0.00658,-0.668149,-4.51
1457,0.00659,-0.751667,-4.4933
1458,0.0066,-0.768371,-4.45989
1459,0.00661,-0.818482,-4.45989
1460,0.00662,-0.85189,-4.40978
1461,0.00663,-0.885297,-4.42649
1462,0.00664,-0.918705,-4.40978
1463,0.00665,-0.935408,-4.40978
1464,0.00666,-0.98552,-4.40978
1465,0.00667,-1.00222,-4.40978
1466,0.00668,-1.01893,-4.40978
1467,0.00669,-1.03563,-4.40978
1468,0.0067,-1.03563,-4.40978
1469,0.00671,-1.05233,-4.40978
1470,0.00672,-1.03563,-4.40978
1471,0.00673,-1.06904,-4.40978
1472,0.00674,-1.05233,-4.40978
1473,0.00675,-1.05233,-4.40978
1474,0.00676,-1.01893,-4.40978
