Sample,Time(S),CH1(V),CH2(V)
630,-0.00337,-0.0639099,4.25001
631,-0.003369,-0.0798874,4.25001
632,-0.003368,-0.0798874,4.25001
633,-0.003367,-0.0798874,4.25001
634,-0.003366,-0.0798874,4.25001
635,-0.003365,-0.0798874,4.25001
636,-0.003364,-0.0798874,4.25001
637,-0.003363,-0.0798874,4.25001
638,-0.003362,-0.0798874,4.25001
639,-0.003361,-0.0798874,4.25001
640,-0.00336,-0.0798874,4.25001
641,-0.003359,-0.0798874,4.25001
642,-0.003358,-0.0798874,4.25001
643,-0.003357,-0.0798874,4.25001
644,-0.003356,-0.0798874,4.25001
645,-0.003355,-0.0798874,4.25001
646,-0.003354,-0.0798874,4.25001
647,-0.003353,-0.0798874,4.25001
648,-0.003352,-0.0798874,4.25001
649,-0.003351,-0.0798874,4.25001
650,-0.00335,-0.0798874,4.25001
651,-0.003349,-0.0798874,4.25001
652,-0.003348,-0.0639099,4.25001
653,-0.003347,-0.0958648,4.25001
654,-0.003346,-0.0639099,4.25001
655,-0.003345,-0.0639099,4.25001
656,-0.003344,-0.0958648,4.25001
657,-0.003343,-0.0639099,4.25001
658,-0.003342,-0.0798874,4.25001
659,-0.003341,-0.0798874,4.25001
660,-0.00334,-0.0798874,4.25001
661,-0.003339,-0.0798874,4.25001
662,-0.003338,-0.0798874,4.25001
663,-0.003337,-0.0798874,4.25001
664,-0.003336,-0.0798874,4.25001
665,-0.003335,-0.0798874,4.25001
666,-0.003334,-0.0639099,4.25001
667,-0.003333,-0.0798874,4.26599
668,-0.003332,-0.0639099,4.25001
669,-0.003331,-0.0958648,4.25001
670,-0.00333,-0.0798874,4.25001
671,-0.003329,-0.0798874,4.25001
672,-0.003328,-0.0798874,4.21805
673,-0.003327,-0.0798874,4.26599
674,-0.003326,-0.0798874,4.21805
675,-0.003325,-0.0798874,4.25001
676,-0.003324,-0.0639099,4.25001
677,-0.003323,-0.0798874,4.26599
678,-0.003322,-0.0798874,4.21805
679,-0.003321,-0.0798874,4.25001
680,-0.00332,-0.0798874,4.25001
681,-0.003319,-0.0798874,4.21805
682,-0.003318,-0.0798874,4.26599
683,-0.003317,-0.0798874,4.25001
684,-0.003316,-0.0798874,4.25001
685,-0.003315,-0.0798874,4.25001
686,-0.003314,-0.0798874,4.26599
687,-0.003313,-0.0798874,4.21805
688,-0.003312,-0.0798874,4.25001
689,-0.003311,-0.0639099,4.25001
690,-0.00331,-0.0798874,4.25001
